lon,lat,name,address,pname,cityname,business_area,type,typecode,id,type1,type2,type3,type4
104.64140357098039,26.74823585926213,张石头烈士之墓,大湾镇安乐村二组王黄璜航拍处,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0LA1UCGKF,风景名胜,风景名胜,风景名胜,
104.63538342683186,26.77048223366413,钟山区阿箐底农旅观光基地,韭菜坪大道13号,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0KU3RM4IV,风景名胜,风景名胜,风景名胜,
104.63522388442605,26.769114596248528,郑树清烈士之墓,大湾镇山跟脚村王黄,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0LA1UCGH5,风景名胜,风景名胜,风景名胜,
104.65109873195429,26.763421176276275,凉都高原比女街生态园景区,比女街民族大广场西侧120米,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFHEHJ7H,风景名胜,风景名胜相关,旅游景点,
104.65298324473518,26.762886841439826,比女街小广场,大湾镇开化居委,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFIR6OGD,风景名胜,公园广场,城市广场,
104.65234209970235,26.76352794106223,比女街民族大广场,大湾镇开化居委比女街小广场,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFKTW0V6,风景名胜,公园广场,城市广场,
104.63740698163706,26.777166562830164,大湾广场,幸福路与文化路交叉口南80米,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFJGHGEU,风景名胜,公园广场,城市广场,
104.63937282585128,26.77746351399264,韭菜坪望峰亭,幸福路与文化路交叉口东180米,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFK0GRNV,风景名胜,风景名胜相关,旅游景点,
104.64904601613253,26.77946024890854,徐汉清烈士墓,大湾镇新寨村一组王黄,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0LA174KE3,风景名胜,风景名胜,风景名胜,
104.65562253122638,26.785276799367583,香樟文化广场,文化路1号,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0KUB5Z759,风景名胜,公园广场,城市广场,
104.73164511017181,26.63330014625174,六盘水梅花山国际度假公园,双戛彝族乡,贵州省,六盘水市,,风景名胜;公园广场;公园,110101,B0FFH05NY8,风景名胜,公园广场,公园,
104.72830226760271,26.626009812831814,梅花山索道高炉终点站,356国道,贵州省,六盘水市,,风景名胜;风景名胜;风景名胜,110200,B0LRDD763T,风景名胜,风景名胜,风景名胜,
104.72347077077208,26.61904111785569,大广场,中国凉都·梅花山旅游景区内,贵州省,六盘水市,,风景名胜;公园广场;城市广场,110105,B0FFKK4A4U,风景名胜,公园广场,城市广场,
104.67046501403141,26.792564877600682,盘底沟瀑布,大湾镇新寨村,贵州省,六盘水市,,风景名胜;风景名胜相关;旅游景点,110000,B0FFJLGSTQ,风景名胜,风景名胜相关,旅游景点,
